segment_id,segment_name,year,methodology,projection_method,projection_label,occcd,soctitle,employment,employment_auto,employment_raw,share,share_2024,share_2034,ep_entry_education,ep_work_experience,ep_on_the_job_training,ep_edu_grouped,empl_2021,ep_openings_annual_avg,openings
6,6. Engineering & Design,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,17-3026,Industrial Engineering Technologists and Technicians,7.768188988470949,7.768188988470949,888.8705903941232,0.007166392237953662,0.007148659626320061,0.0028885037550548,Associate's degree,,,SC or associate's,1160.0,6.3,6.633538933604583
7,7. Core Automotive,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,17-3026,Industrial Engineering Technologists and Technicians,1498.830375334837,1498.830375334837,1498.830375334837,0.008936692279387617,0.009221076746849965,0.0073104200763775,Associate's degree,,,SC or associate's,1640.0,6.3,5.916426774846497
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,17-3026,Industrial Engineering Technologists and Technicians,64.89892058998987,64.89892058998987,64.89892058998987,0.0005715103783166612,0.0005419075144508035,0.0002504121366415,Associate's degree,,,SC or associate's,60.0,6.3,6.5414330779527905
0,0. All Segments,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,17-3026,Industrial Engineering Technologists and Technicians,2077.2360378782055,2077.2360378782055,4184.893502114705,0.004561028192304633,0.004680246543366478,0.004477725989875881,Associate's degree,,,SC or associate's,3730.0,50.4,50.58469924989562
1,1. Materials & Processing,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,17-3027,Mechanical Engineering Technologists and Technicians,17.272284240174187,17.272284240174187,59.09613254917632,0.0008305076548048309,0.0008360039013515056,0.0010340775558166,Associate's degree,,,SC or associate's,170.0,3.2,3.111574205897335
2,2. Equipment Manufacturing,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,17-3027,Mechanical Engineering Technologists and Technicians,31.464352456530676,31.464352456530676,239.58830216093878,0.005131018740289219,0.0053011026293469255,0.0041926467426359,Associate's degree,,,SC or associate's,70.0,3.2,3.041577274928408
4,4. Parts & Machining,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,17-3027,Mechanical Engineering Technologists and Technicians,25.93848867200704,25.93848867200704,87.82022740995072,0.001769035461393363,0.001743172574084808,0.0022037633497202,Associate's degree,,,SC or associate's,,3.2,3.1879171973326113
5,5. Component Systems,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,17-3027,Mechanical Engineering Technologists and Technicians,38.21470102449536,38.21470102449536,117.25730128710627,0.0062989035104118185,0.006845052893590525,0.0024691358024691,Associate's degree,,,SC or associate's,40.0,3.2,2.9839570869583545
6,6. Engineering & Design,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,17-3027,Mechanical Engineering Technologists and Technicians,21.32436489582668,21.32436489582668,2440.0282798042617,0.019672379662177084,0.019740048740861167,0.0034322221089475,Associate's degree,,,SC or associate's,3650.0,3.2,3.349557461748111
7,7. Core Automotive,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,17-3027,Mechanical Engineering Technologists and Technicians,627.6714188500943,627.6714188500943,627.6714188500943,0.0037424557275714376,0.003780068728522327,0.0031642116748499,Associate's degree,,,SC or associate's,610.0,3.2,3.069945959577801
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,17-3027,Mechanical Engineering Technologists and Technicians,517.8481845887628,517.8481845887628,517.8481845887628,0.004560254765324537,0.0042449421965317265,0.0003756182049623,Associate's degree,,,SC or associate's,80.0,3.2,3.384548240217449
0,0. All Segments,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,17-3027,Mechanical Engineering Technologists and Technicians,1279.733794727891,1279.733794727891,4089.3098466502906,0.00280993676691697,0.0027668978479522452,0.0028376691799527395,Associate's degree,,,SC or associate's,4620.0,22.400000000000002,22.129077426660068
5,5. Component Systems,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,17-3028,Calibration Technologists and Technicians,32.29750305534656,32.29750305534656,99.10107746635231,0.005323575742289754,0.005600497822028621,0.0020576131687242,Associate's degree,,,SC or associate's,,1.4,1.3485258876349389
0,0. All Segments,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,17-3028,Calibration Technologists and Technicians,32.29750305534656,32.29750305534656,99.10107746635231,7.091626531135596e-05,7.236001345957776e-05,6.995084545119138e-05,Associate's degree,,,SC or associate's,0.0,1.4,1.3485258876349389
2,2. Equipment Manufacturing,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",7.894794866166243,7.894794866166243,60.11566583189193,0.001287436010799907,0.0012722646310432061,0.0015050526768436,Associate's degree,,,SC or associate's,,5.7,5.6641473409054255
6,6. Engineering & Design,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",2.1886831834915075,2.1886831834915075,250.4388238214991,0.002019127263869593,0.0020308692120227173,0.0051993067590987,Associate's degree,,,SC or associate's,660.0,5.7,5.9523076562995
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",51.331397843578046,51.331397843578046,51.331397843578046,0.0004520325813497619,0.00045158959537570286,0.0001460737463742,Associate's degree,,,SC or associate's,,5.7,5.617383475754273
0,0. All Segments,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",61.414875893235795,61.414875893235795,361.8858874969691,0.0001348498558989292,0.0001340730422524881,0.000135177949032354,Associate's degree,,,SC or associate's,660.0,17.1,17.2338384729592
6,6. Engineering & Design,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,17-3031,Surveying and Mapping Technicians,8.05162635110334,8.05162635110334,921.3027488079722,0.007427871885079838,0.007473598700243764,0.012777381316478,High school diploma or equivalent,,Moderate-term on-the-job training,HS or less,1000.0,7.6,7.933722388258655
0,0. All Segments,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,17-3031,Surveying and Mapping Technicians,8.05162635110334,8.05162635110334,921.3027488079722,1.7679114993015752e-05,1.6644898388762937e-05,1.840395525233312e-05,High school diploma or equivalent,,Moderate-term on-the-job training,HS or less,1000.0,7.6,7.933722388258655
6,6. Engineering & Design,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-1012,Food Scientists and Technologists,0.5339514961901056,0.5339514961901056,61.097095135650804,0.0004925866071769846,0.0004874086108854041,0.0009515071193121,Bachelor's degree,,,BA+,40.0,1.2,1.2737946656443095
0,0. All Segments,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-1012,Food Scientists and Technologists,0.5339514961901056,0.5339514961901056,61.097095135650804,1.1724078453471854e-06,1.0855368514409304e-06,1.2341441208933317e-06,Bachelor's degree,,,BA+,40.0,1.2,1.2737946656443095
6,6. Engineering & Design,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-1021,Biochemists and Biophysicists,6.718797518139095,6.718797518139095,768.7945704655665,0.006198296469593468,0.006173842404549152,0.007781968940089,Doctoral or professional degree,,,BA+,190.0,2.9,3.058042952516841
0,0. All Segments,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-1021,Biochemists and Biophysicists,6.718797518139095,6.718797518139095,768.7945704655665,1.4752596402053947e-05,1.3750133451586676e-05,1.5461106070897637e-05,Doctoral or professional degree,,,BA+,190.0,2.9,3.058042952516841
6,6. Engineering & Design,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-1022,Microbiologists,0.7078593427839324,0.7078593427839324,80.99640120369904,0.0006530219214824042,0.0006498781478472055,0.0027185917694634,Bachelor's degree,,,BA+,40.0,1.7,1.7942110428184128
0,0. All Segments,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-1022,Microbiologists,0.7078593427839324,0.7078593427839324,80.99640120369904,1.5542607386696248e-06,1.4473824685879074e-06,1.6298538231481447e-06,Bachelor's degree,,,BA+,40.0,1.7,1.7942110428184128
6,6. Engineering & Design,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-1029,"Biological Scientists, All Other",1.942047247117745,1.942047247117745,222.21764759853167,0.0017915980594884226,0.0017871649065800152,0.0063547082611207,Bachelor's degree,,,BA+,140.0,4.8,5.054124901793988
0,0. All Segments,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-1029,"Biological Scientists, All Other",1.942047247117745,1.942047247117745,222.21764759853167,4.264191494549351e-06,3.9803017886171905e-06,4.464589818292062e-06,Bachelor's degree,,,BA+,140.0,4.8,5.054124901793988
6,6. Engineering & Design,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-1042,"Medical Scientists, Except Epidemiologists",15.287336908988697,15.287336908988697,1749.2447987573148,0.014103036463988422,0.013647441104792914,0.0219526285384171,Doctoral or professional degree,,,BA+,1400.0,9.6,10.41984864356713
0,0. All Segments,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-1042,"Medical Scientists, Except Epidemiologists",15.287336908988697,15.287336908988697,1749.2447987573148,3.356670756510573e-05,3.039503184034961e-05,3.5862776218907506e-05,Doctoral or professional degree,,,BA+,1400.0,9.6,10.41984864356713
6,6. Engineering & Design,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-2012,Physicists,0.26378473495744437,0.26378473495744437,30.183417711202324,0.0002433494962462013,0.00024370430544270205,0.0038739932714853,Doctoral or professional degree,,,BA+,70.0,1.7,1.7829737473971237
0,0. All Segments,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-2012,Physicists,0.26378473495744437,0.26378473495744437,30.183417711202324,5.791973521071043e-07,5.427684257204652e-07,6.048285671838864e-07,Doctoral or professional degree,,,BA+,70.0,1.7,1.7829737473971237
1,1. Materials & Processing,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-2031,Chemists,158.00951697489472,158.00951697489472,540.6205241493602,0.0075976119634736,0.0075240351121638495,0.0070035252643948,Bachelor's degree,,,BA+,590.0,6.3,6.226753786010116
5,5. Component Systems,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-2031,Chemists,26.262453024114613,26.262453024114613,80.58323849801067,0.004328822497906891,0.0043559427504667155,0.0019204389574759,Bachelor's degree,,,BA+,90.0,6.3,6.344283941625747
6,6. Engineering & Design,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-2031,Chemists,5.27819957920418,5.27819957920418,603.9549736944169,0.004869300753485469,0.0048740861088545405,0.0095490535902402,Bachelor's degree,,,BA+,850.0,6.3,6.610628158153884
0,0. All Segments,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-2031,Chemists,189.5501695782135,189.5501695782135,1225.158736341788,0.00041619905082401933,0.00041213851658770197,0.00041858198778655384,Bachelor's degree,,,BA+,1530.0,18.9,19.181665885789748
6,6. Engineering & Design,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-2032,Materials Scientists,0.5280453293858621,0.5280453293858621,60.421285370717754,0.000487137987427284,0.0004874086108854041,0.0012573486933768,Bachelor's degree,,,BA+,,0.6,0.6298524571889453
0,0. All Segments,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-2032,Materials Scientists,0.5280453293858621,0.5280453293858621,60.421285370717754,1.159439558252511e-06,1.0855368514409304e-06,1.211476167652577e-06,Bachelor's degree,,,BA+,0.0,0.6,0.6298524571889453
6,6. Engineering & Design,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-2041,"Environmental Scientists and Specialists, Including Health",2.7953705620157647,2.7953705620157647,319.85868077063674,0.002578814949992235,0.002599512591389122,0.0048255003907975,Bachelor's degree,,,BA+,220.0,8.5,8.856782039868742
0,0. All Segments,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-2041,"Environmental Scientists and Specialists, Including Health",2.7953705620157647,2.7953705620157647,319.85868077063674,6.137850349599945e-06,5.789529874352297e-06,6.381596770782933e-06,Bachelor's degree,,,BA+,220.0,8.5,8.856782039868742
6,6. Engineering & Design,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-2042,"Geoscientists, Except Hydrologists and Geographers",0.7885742669770911,0.7885742669770911,90.2321603269219,0.0007274839108963265,0.0007311129163281062,0.0028885037550548,Bachelor's degree,,,BA+,140.0,2.0,2.0902474848309676
0,0. All Segments,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-2042,"Geoscientists, Except Hydrologists and Geographers",0.7885742669770911,0.7885742669770911,90.2321603269219,1.7314880917829322e-06,1.6283052771613957e-06,1.8038746740571532e-06,Bachelor's degree,,,BA+,140.0,2.0,2.0902474848309676
6,6. Engineering & Design,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-3011,Economists,0.35171297994324274,0.35171297994324274,40.24455694826788,0.00032446599499491986,0.00032493907392360275,0.0006456655452475,Master's degree,,,BA+,130.0,0.9,0.9439272780337272
0,0. All Segments,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-3011,Economists,0.35171297994324274,0.35171297994324274,40.24455694826788,7.722631361427696e-07,7.236912342939537e-07,8.064380895784526e-07,Master's degree,,,BA+,130.0,0.9,0.9439272780337272
6,6. Engineering & Design,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-3041,Sociologists,0.5107295636364648,0.5107295636364648,58.439938759862095,0.0004711636632386122,0.0004874086108854041,0.0004417711625378,Master's degree,,,BA+,,0.3,0.3045991060934076
0,0. All Segments,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-3041,Sociologists,0.5107295636364648,0.5107295636364648,58.439938759862095,1.1214189894224923e-06,1.0855368514409304e-06,1.145990969401176e-06,Master's degree,,,BA+,0.0,0.3,0.3045991060934076
6,6. Engineering & Design,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-3051,Urban and Regional Planners,0.7888525545720203,0.7888525545720203,90.26400322610614,0.000727740639725038,0.0007311129163281062,0.0014272606789682,Master's degree,,,BA+,150.0,3.4,3.55467472519711
0,0. All Segments,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-3051,Urban and Regional Planners,0.7888525545720203,0.7888525545720203,90.26400322610614,1.7320991333511005e-06,1.6283052771613957e-06,1.8049357768065635e-06,Master's degree,,,BA+,150.0,3.4,3.55467472519711
6,6. Engineering & Design,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-3099,"Social Scientists and Related Workers, All Other",1.0581651546209885,1.0581651546209885,121.07994374472395,0.0009761897608056947,0.0009748172217709083,0.0011893838991402,Bachelor's degree,,,BA+,,3.2,3.3658116612821036
0,0. All Segments,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-3099,"Social Scientists and Related Workers, All Other",1.0581651546209885,1.0581651546209885,121.07994374472395,2.3234341280110705e-06,2.1710737028820835e-06,2.4308899350934344e-06,Bachelor's degree,,,BA+,0.0,3.2,3.3658116612821036
6,6. Engineering & Design,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-4021,Biological Technicians,4.6824591468379655,4.6824591468379655,535.7877148101505,0.004319711960437227,0.004305442729488237,0.0107384374893805,Bachelor's degree,,,BA+,660.0,9.1,9.58974683317642
0,0. All Segments,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-4021,Biological Technicians,4.6824591468379655,4.6824591468379655,535.7877148101505,1.0281368023952449e-05,9.588908854396e-06,1.0770514453159948e-05,Bachelor's degree,,,BA+,660.0,9.1,9.58974683317642
1,1. Materials & Processing,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-4031,Chemical Technicians,64.4036587983744,64.4036587983744,220.35343467473393,0.0030967375759761713,0.00306534763828892,0.0068155111633372,Associate's degree,,Moderate-term on-the-job training,SC or associate's,170.0,6.7,6.625128722361222
6,6. Engineering & Design,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-4031,Chemical Technicians,4.8971235183937765,4.8971235183937765,560.3505629803719,0.0045177464171640026,0.004549147034930938,0.0061847962755292,Associate's degree,,Moderate-term on-the-job training,SC or associate's,430.0,6.7,6.988684843250864
0,0. All Segments,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-4031,Chemical Technicians,69.30078231676816,69.30078231676816,780.7039976551059,0.00015216509637412657,0.00015068851111907835,0.00015302635796271747,Associate's degree,,Moderate-term on-the-job training,SC or associate's,600.0,13.4,13.613813565612086
6,6. Engineering & Design,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-4042,"Environmental Science and Protection Technicians, Including Health",0.4341586359925437,0.4341586359925437,49.67835407611012,0.00040052463754874955,0.00040617384240450343,0.0031263805348829,Associate's degree,,,SC or associate's,70.0,5.6,5.800081407569195
0,0. All Segments,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-4042,"Environmental Science and Protection Technicians, Including Health",0.4341586359925437,0.4341586359925437,49.67835407611012,9.532906913733326e-07,9.04614042867442e-07,9.871832320683098e-07,Associate's degree,,,SC or associate's,70.0,5.6,5.800081407569195
6,6. Engineering & Design,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-4043,"Geological Technicians, Except Hydrologic Technicians",0.7877787985313099,0.7877787985313099,90.14113930412098,0.0007267500668943533,0.0007311129163281062,0.0014952254732048,Associate's degree,,Moderate-term on-the-job training,SC or associate's,150.0,1.3,1.3572903260647422
0,0. All Segments,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-4043,"Geological Technicians, Except Hydrologic Technicians",0.7877787985313099,0.7877787985313099,90.14113930412098,1.7297414660065942e-06,1.6283052771613957e-06,1.800842951915868e-06,Associate's degree,,Moderate-term on-the-job training,SC or associate's,150.0,1.3,1.3572903260647422
1,1. Materials & Processing,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-4099,"Life, Physical, and Social Science Technicians, All Other",23.02971232023295,23.02971232023295,78.79484339890415,0.0011073435397398082,0.0011146718684687073,0.0007520564042303,Associate's degree,,,SC or associate's,,10.6,10.307089557034926
4,4. Parts & Machining,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-4099,"Life, Physical, and Social Science Technicians, All Other",17.292325781336782,17.292325781336782,58.54681827329627,0.0011793569742621572,0.0011621150493898054,0.0005933209018477,Associate's degree,,,SC or associate's,,10.6,10.55997571616412
6,6. Engineering & Design,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-4099,"Life, Physical, and Social Science Technicians, All Other",0.615633626365305,0.615633626365305,70.44352625122158,0.0005679408737294376,0.0005686433793663047,0.0051313419648622,Associate's degree,,,SC or associate's,240.0,10.6,11.119820606257026
7,7. Core Automotive,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-4099,"Life, Physical, and Social Science Technicians, All Other",47.46112470727838,47.46112470727838,47.46112470727838,0.00028298430144093787,0.0004009163802978029,0.0001091107474086,Associate's degree,,,SC or associate's,,10.6,7.250002984815378
0,0. All Segments,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-4099,"Life, Physical, and Social Science Technicians, All Other",88.39879643521341,88.39879643521341,255.24631263070037,0.00019409898314620268,0.00023958706927108207,0.00017148309937080854,Associate's degree,,,SC or associate's,240.0,42.4,39.23688886427145
1,1. Materials & Processing,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-5011,Occupational Health and Safety Specialists,40.72899297579369,40.72899297579369,139.35191975903365,0.001958382572249038,0.001811341786261612,0.003572267920094,Bachelor's degree,,,BA+,140.0,14.9,15.768059380956718
10,10. Logistics,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-5011,Occupational Health and Safety Specialists,161.32153748232676,161.32153748232676,161.32153748232676,0.0033963460717833364,0.0031942078364565066,0.002851403019895,Bachelor's degree,,,BA+,160.0,14.9,16.04887074616446
2,2. Equipment Manufacturing,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-5011,Occupational Health and Safety Specialists,4.329910586159888,4.329910586159888,32.970515674203966,0.0007060959666040029,0.0006361323155216031,0.0015050526768436,Bachelor's degree,,,BA+,30.0,14.9,16.24104720365458
3,3. Forging & Foundries,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-5011,Occupational Health and Safety Specialists,29.202108364135594,29.202108364135594,53.02953637789851,0.00337827760472217,0.003140703517587909,0.0019470404984423,Bachelor's degree,,,BA+,,14.9,15.353799302749355
4,4. Parts & Machining,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-5011,Occupational Health and Safety Specialists,21.983100358448,21.983100358448,74.42842553653269,0.0014992733222515297,0.0013558008909548063,0.0012714019325309,Bachelor's degree,,,BA+,,14.9,16.17454478206889
6,6. Engineering & Design,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-5011,Occupational Health and Safety Specialists,1.4966444136363382,1.4966444136363382,171.25268264371257,0.0013807003054094496,0.001299756295694511,0.0018690318415061,Bachelor's degree,,,BA+,300.0,14.9,16.624651005568367
7,7. Core Automotive,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-5011,Occupational Health and Safety Specialists,256.9200463715698,256.9200463715698,256.9200463715698,0.0015318714062729007,0.0014318442153493103,0.001418439716312,Bachelor's degree,,,BA+,230.0,14.9,15.446731085555324
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-5011,Occupational Health and Safety Specialists,69.07945111058844,69.07945111058844,69.07945111058844,0.0006083248053929746,0.0005419075144508035,0.0004799565952296,Bachelor's degree,,,BA+,30.0,14.9,16.467589260993904
0,0. All Segments,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-5011,Occupational Health and Safety Specialists,585.0617916626585,585.0617916626585,958.3541149558664,0.0012846317305082813,0.001192307474087378,0.0013485310915453527,Bachelor's degree,,,BA+,890.0,119.2,128.12529276771158
1,1. Materials & Processing,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-5012,Occupational Health and Safety Technicians,14.926771804110475,14.926771804110475,51.071095913028145,0.000717727781251106,0.0006966699177929045,0.0007990599294947,High school diploma or equivalent,,Moderate-term on-the-job training,HS or less,,3.4,3.428518242484127
0,0. All Segments,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,19-5012,Occupational Health and Safety Technicians,14.926771804110475,14.926771804110475,51.071095913028145,3.2775007643420047e-05,3.1944734963398976e-05,3.33059665353165e-05,High school diploma or equivalent,,Moderate-term on-the-job training,HS or less,0.0,3.4,3.428518242484127
6,6. Engineering & Design,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,23-1011,Lawyers,1.7707728952756612,1.7707728952756612,202.61967766407335,0.0016335922247406698,0.0016246953696181137,0.0021408910184524,Doctoral or professional degree,,,BA+,170.0,31.5,33.26680145629432
7,7. Core Automotive,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,23-1011,Lawyers,41.107207419430615,41.107207419430615,41.107207419430615,0.00024509942500354156,0.00022909507445580162,0.0003273322422258,Doctoral or professional degree,,,BA+,70.0,31.5,32.65584088556619
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,23-1011,Lawyers,32.10053535796106,32.10053535796106,32.10053535796106,0.0002826824997983922,0.00027095375722540173,0.0003130151708019,Doctoral or professional degree,,,BA+,30.0,31.5,32.35546938248274
0,0. All Segments,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,23-1011,Lawyers,74.97851567266733,74.97851567266733,275.82742044146505,0.00016463180763487298,0.00015663272269681055,0.00016987544304540128,Doctoral or professional degree,,,BA+,270.0,94.5,98.27811172434325
6,6. Engineering & Design,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,23-2011,Paralegals and Legal Assistants,0.5107295636364487,0.5107295636364487,58.439938759860254,0.00047116366323859737,0.0004874086108854041,0.0003058415740646,Associate's degree,,,SC or associate's,,39.3,39.902482898235135
0,0. All Segments,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,23-2011,Paralegals and Legal Assistants,0.5107295636364487,0.5107295636364487,58.439938759860254,1.121418989422457e-06,1.0855368514409304e-06,1.1459909694011161e-06,Associate's degree,,,SC or associate's,0.0,39.3,39.902482898235135
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,23-2099,"Legal Support Workers, All Other",41.06511827485616,41.06511827485616,41.06511827485616,0.0003616260650797543,0.0003612716763005023,2.086767805346299e-05,Associate's degree,,,SC or associate's,,4.7,4.6318776028149875
9,"9. Dealers, Maintenance, & Repair",2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,23-2099,"Legal Support Workers, All Other",49.7682516864234,49.7682516864234,49.7682516864234,0.0007184388649327244,0.0007287567409998024,0.0001684565171615,Associate's degree,,,SC or associate's,,4.7,4.61167207372616
0,0. All Segments,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,23-2099,"Legal Support Workers, All Other",90.83336996127956,90.83336996127956,90.83336996127956,0.00019944462431848302,0.0001993831573724621,0.00019929163813424883,Associate's degree,,,SC or associate's,0.0,9.4,9.243549676541146
6,6. Engineering & Design,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,27-1011,Art Directors,1.1265801270647573,1.1265801270647573,128.90828791067355,0.001039304668052222,0.0010560519902518088,0.0011554015020219,Bachelor's degree,5 years or more,,BA+,120.0,12.3,12.714271101788285
0,0. All Segments,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,27-1011,Art Directors,1.1265801270647573,1.1265801270647573,128.90828791067355,2.473654234152937e-06,2.351996511455572e-06,2.5582222650268583e-06,Bachelor's degree,5 years or more,,BA+,120.0,12.3,12.714271101788285
6,6. Engineering & Design,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,27-1014,Special Effects Artists and Animators,0.8968356921304467,0.8968356921304467,102.61991209709527,0.0008273583910409607,0.0008123476848090069,0.0004077887654195,Bachelor's degree,,,BA+,30.0,5.0,5.3487279684878715
0,0. All Segments,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,27-1014,Special Effects Artists and Animators,0.8968356921304467,0.8968356921304467,102.61991209709527,1.9691998410783606e-06,1.809228085734884e-06,2.0836199443657774e-06,Bachelor's degree,,,BA+,30.0,5.0,5.3487279684878715
1,1. Materials & Processing,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,27-1021,Commercial and Industrial Designers,20.150998280204963,20.150998280204963,68.94548797404501,0.0009689255972723865,0.0009753378849101064,0.0004230317273795,Bachelor's degree,,,BA+,150.0,2.5,2.430917348357462
2,2. Equipment Manufacturing,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,27-1021,Commercial and Industrial Designers,15.789589732333441,15.789589732333441,120.23133166379112,0.00257487202159997,0.002544529262086512,0.0011825413889486,Bachelor's degree,,,BA+,110.0,2.5,2.484275149519976
6,6. Engineering & Design,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,27-1021,Commercial and Industrial Designers,10.489872943850036,10.489872943850036,1200.297723265695,0.009677229036715803,0.009666937449228282,0.0018010670472695,Bachelor's degree,,,BA+,2200.0,2.5,2.6286387006191014
7,7. Core Automotive,2030,sam_mi_dtmb_mi,dtmb_mi,DTMB MI,27-1021,Commercial and Industrial Designers,143.87522596807423,143.87522596807423,143.87522596807423,0.0008578479875127954,0.0008018327605956057,0.0006546644844517,Bachelor's degree,,,BA+,50.0,2.5,2.5917334036166033
